

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:06:00 (HH:MM:SS), Interval 0:00:02, 181 Reads
    Read	Fluorescence Endpoint
	A5
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A					SPL1								Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	A5
0:00:00	30.1	1330
0:00:02	30.1	1318
0:00:04	30.1	1285
0:00:06	30.1	1279
0:00:08	30.1	1309
0:00:10	30.1	1313
0:00:12	30.1	1278
0:00:14	30.1	1230
0:00:16	30.1	1251
0:00:18	30.1	1209
0:00:20	30.1	1207
0:00:22	30.1	1217
0:00:24	30.0	1194
0:00:26	30.0	1195
0:00:28	30.0	1207
0:00:30	30.1	1180
0:00:32	30.1	1131
0:00:34	30.1	1143
0:00:36	30.1	1154
0:00:38	30.1	1146
0:00:40	30.1	1121
0:00:42	30.0	1122
0:00:44	30.0	1118
0:00:46	30.1	1071
0:00:48	30.1	1079
0:00:50	30.1	1081
0:00:52	30.1	1086
0:00:54	30.1	1090
0:00:56	30.1	1050
0:00:58	30.1	1064
0:01:00	30.1	1065
0:01:02	30.1	1054
0:01:04	30.1	1051
0:01:06	30.1	1061
0:01:08	30.1	1052
0:01:10	30.0	1036
0:01:12	30.0	1049
0:01:14	30.0	1028
0:01:16	30.1	1040
0:01:18	30.1	1041
0:01:20	30.1	1023
0:01:22	30.1	989
0:01:24	30.1	1034
0:01:26	30.1	1037
0:01:28	30.1	1018
0:01:30	30.1	998
0:01:32	30.1	1001
0:01:34	30.1	994
0:01:36	30.0	1016
0:01:38	30.1	1014
0:01:40	30.1	1015
0:01:42	30.1	996
0:01:44	30.1	977
0:01:46	30.1	1009
0:01:48	30.1	1016
0:01:50	30.1	990
0:01:52	30.1	977
0:01:54	30.1	982
0:01:56	30.1	989
0:01:58	30.0	979
0:02:00	30.0	958
0:02:02	30.1	965
0:02:04	30.1	969
0:02:06	30.1	967
0:02:08	30.1	960
0:02:10	30.1	946
0:02:12	30.1	978
0:02:14	30.1	960
0:02:16	30.1	953
0:02:18	30.0	960
0:02:20	30.0	962
0:02:22	30.0	949
0:02:24	30.1	950
0:02:26	30.1	966
0:02:28	30.1	966
0:02:30	30.1	952
0:02:32	30.1	951
0:02:34	30.1	956
0:02:36	30.1	931
0:02:38	30.1	973
0:02:40	30.0	955
0:02:42	30.0	960
0:02:44	30.0	969
0:02:46	30.1	940
0:02:48	30.1	954
0:02:50	30.1	1012
0:02:52	30.1	967
0:02:54	30.1	981
0:02:56	30.1	955
0:02:58	30.1	946
0:03:00	30.1	965
0:03:02	30.1	950
0:03:04	30.1	944
0:03:06	30.1	979
0:03:08	30.1	949
0:03:10	30.1	976
0:03:12	30.1	942
0:03:14	30.1	943
0:03:16	30.0	981
0:03:18	30.0	960
0:03:20	30.1	943
0:03:22	30.1	930
0:03:24	30.1	948
0:03:26	30.0	948
0:03:28	30.0	955
0:03:30	30.1	944
0:03:32	30.1	964
0:03:34	30.1	953
0:03:36	30.1	939
0:03:38	30.1	951
0:03:40	30.1	943
0:03:42	30.1	924
0:03:44	30.1	948
0:03:46	30.1	960
