

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:04:00 (HH:MM:SS), Interval 0:00:02, 121 Reads
    Read	Fluorescence Endpoint
	G2
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G		SPL1											Well ID
H													Well ID

295,335

Time	T° 295,335	G2
0:00:00	30.0	1196
0:00:02	30.0	1133
0:00:04	30.0	1141
0:00:06	30.0	1076
0:00:08	30.0	971
0:00:10	30.0	957
0:00:12	30.0	941
0:00:14	30.0	943
0:00:16	30.0	934
0:00:18	30.0	914
0:00:20	30.0	904
0:00:22	30.0	910
0:00:24	30.0	901
0:00:26	30.0	905
0:00:28	30.0	886
0:00:30	30.0	869
0:00:32	30.0	903
0:00:34	30.0	881
0:00:36	30.0	854
0:00:38	30.0	862
0:00:40	30.0	842
0:00:42	30.0	849
0:00:44	30.0	864
0:00:46	30.0	869
0:00:48	30.0	824
0:00:50	30.0	839
0:00:52	30.0	847
0:00:54	30.0	827
0:00:56	30.0	854
0:00:58	30.0	826
0:01:00	30.0	865
0:01:02	30.0	847
0:01:04	30.0	858
0:01:06	30.0	860
0:01:08	30.0	836
0:01:10	30.0	858
0:01:12	30.0	835
0:01:14	30.0	843
0:01:16	30.0	839
0:01:18	30.0	853
0:01:20	30.0	830
0:01:22	30.0	824
0:01:24	30.0	833
0:01:26	30.0	820
0:01:28	30.0	822
0:01:30	30.0	842
0:01:32	30.0	828
0:01:34	30.0	855
0:01:36	30.0	823
0:01:38	30.0	834
0:01:40	30.0	819
0:01:42	30.0	835
0:01:44	30.0	842
0:01:46	30.0	846
0:01:48	30.0	875
0:01:50	30.0	842
0:01:52	30.0	818
0:01:54	30.0	849
0:01:56	30.0	837
0:01:58	30.0	850
0:02:00	30.0	842
0:02:02	30.0	865
0:02:04	30.0	814
0:02:06	30.0	834
0:02:08	30.0	855
0:02:10	30.0	863
0:02:12	30.0	810
0:02:14	30.0	849
0:02:16	30.0	839
0:02:18	30.0	816
0:02:20	30.0	829
0:02:22	30.0	830
0:02:24	30.0	839
0:02:26	30.0	822
0:02:28	30.0	832
0:02:30	30.0	828
0:02:32	30.0	850
0:02:34	30.0	806
0:02:36	30.0	845
0:02:38	30.0	837
0:02:40	30.0	853
0:02:42	30.0	818
0:02:44	30.0	849
0:02:46	30.0	790
0:02:48	30.0	826
0:02:50	30.0	825
0:02:52	30.0	833
0:02:54	30.0	843
0:02:56	30.0	847
0:02:58	30.0	851
0:03:00	30.0	838
0:03:02	30.0	848
0:03:04	30.0	847
0:03:06	30.0	813
0:03:08	30.0	807
0:03:10	30.0	801
0:03:12	30.0	844
0:03:14	30.0	825
0:03:16	30.0	833
0:03:18	30.0	857
0:03:20	30.0	851
0:03:22	30.0	792
0:03:24	30.0	821
0:03:26	30.0	825
0:03:28	30.0	833
0:03:30	30.0	826
0:03:32	30.0	811
0:03:34	30.0	840
0:03:36	30.0	806
0:03:38	30.0	820
0:03:40	30.0	801
0:03:42	30.0	835
0:03:44	30.0	833
0:03:46	30.0	807
0:03:48	30.0	803
0:03:50	30.0	834
0:03:52	30.0	819
0:03:54	30.0	815
0:03:56	30.0	802
0:03:58	30.0	845
0:04:00	30.0	821

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
B													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
C													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
D													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
E													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
F													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
G		-3150000.000											Max V [295,335]
		1.000											R-Squared [295,335]
		0:00:07											t at Max V [295,335]
		0:00:04											Lagtime [295,335]
H													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]

