

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:06:00 (HH:MM:SS), Interval 0:00:02, 181 Reads
    Read	Fluorescence Endpoint
	A6
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A						SPL1							Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	A6
0:00:00	30.1	1077
0:00:02	30.1	1077
0:00:04	30.1	1052
0:00:06	30.1	1071
0:00:08	30.1	1042
0:00:10	30.1	1013
0:00:12	30.1	983
0:00:14	30.1	957
0:00:16	30.1	971
0:00:18	30.1	999
0:00:20	30.1	958
0:00:22	30.1	982
0:00:24	30.1	955
0:00:26	30.1	945
0:00:28	30.1	955
0:00:30	30.1	921
0:00:32	30.1	918
0:00:34	30.1	945
0:00:36	30.1	952
0:00:38	30.1	917
0:00:40	30.1	933
0:00:42	30.1	912
0:00:44	30.1	925
0:00:46	30.1	906
0:00:48	30.1	911
0:00:50	30.1	897
0:00:52	30.1	889
0:00:54	30.1	883
0:00:56	30.1	863
0:00:58	30.1	863
0:01:00	30.1	848
0:01:02	30.1	874
0:01:04	30.1	855
0:01:06	30.1	832
0:01:08	30.1	836
0:01:10	30.1	837
0:01:12	30.1	802
0:01:14	30.1	851
0:01:16	30.1	847
0:01:18	30.1	833
0:01:20	30.1	839
0:01:22	30.1	841
0:01:24	30.1	832
0:01:26	30.1	838
0:01:28	30.1	828
0:01:30	30.1	799
0:01:32	30.1	821
0:01:34	30.1	838
0:01:36	30.1	820
0:01:38	30.1	818
0:01:40	30.1	809
0:01:42	30.1	809
0:01:44	30.1	800
0:01:46	30.1	819
0:01:48	30.1	810
0:01:50	30.1	817
0:01:52	30.1	812
0:01:54	30.1	820
0:01:56	30.1	802
0:01:58	30.1	830
0:02:00	30.1	771
0:02:02	30.1	779
0:02:04	30.1	818
0:02:06	30.1	806
0:02:08	30.1	812
0:02:10	30.1	802
0:02:12	30.1	777
0:02:14	30.1	804
0:02:16	30.1	780
0:02:18	30.1	786
0:02:20	30.1	778
0:02:22	30.1	795
0:02:24	30.1	787
0:02:26	30.1	784
0:02:28	30.1	777
0:02:30	30.1	810
0:02:32	30.1	779
0:02:34	30.1	796
0:02:36	30.1	781
0:02:38	30.1	774
0:02:40	30.1	792
0:02:42	30.1	781
0:02:44	30.1	777
0:02:46	30.1	795
0:02:48	30.1	786
0:02:50	30.1	772
0:02:52	30.1	814
0:02:54	30.1	806
0:02:56	30.1	760
0:02:58	30.1	803
0:03:00	30.1	775
0:03:02	30.1	808
0:03:04	30.1	782
0:03:06	30.1	777
0:03:08	30.1	769
0:03:10	30.1	770
0:03:12	30.1	769
0:03:14	30.1	790
0:03:16	30.1	762
0:03:18	30.1	787
0:03:20	30.1	750
0:03:22	30.1	763
0:03:24	30.1	798
0:03:26	30.1	777
0:03:28	30.1	788
0:03:30	30.1	768
0:03:32	30.1	762
0:03:34	30.1	787
0:03:36	30.1	757
0:03:38	30.1	792
0:03:40	30.1	781
0:03:42	30.1	767
0:03:44	30.1	773
0:03:46	30.1	779
0:03:48	30.1	768
0:03:50	30.1	777
0:03:52	30.1	784
0:03:54	30.1	751
0:03:56	30.1	752
0:03:58	30.1	753
0:04:00	30.1	803
0:04:02	30.1	809
0:04:04	30.1	759
0:04:06	30.1	753
0:04:08	30.1	776
0:04:10	30.1	791
0:04:12	30.1	788
0:04:14	30.1	760
0:04:16	30.1	785
0:04:18	30.1	748
0:04:20	30.1	793
0:04:22	30.1	758
0:04:24	30.1	794
0:04:26	30.1	754
0:04:28	30.1	790
0:04:30	30.1	767
0:04:32	30.1	787
0:04:34	30.1	780
0:04:36	30.1	745
0:04:38	30.1	785
0:04:40	30.1	758
0:04:42	30.1	761
0:04:44	30.1	760
0:04:46	30.1	769
0:04:48	30.1	784
0:04:50	30.1	749
0:04:52	30.1	755
0:04:54	30.1	770
0:04:56	30.1	772
0:04:58	30.1	765
0:05:00	30.1	754
0:05:02	30.1	779
0:05:04	30.1	775
0:05:06	30.1	753
0:05:08	30.1	776
0:05:10	30.1	778
0:05:12	30.1	766
0:05:14	30.1	781
0:05:16	30.1	758
0:05:18	30.1	765
0:05:20	30.1	753
0:05:22	30.1	800
0:05:24	30.1	764
0:05:26	30.1	761
0:05:28	30.1	782
0:05:30	30.1	756
0:05:32	30.1	767
0:05:34	30.1	766
0:05:36	30.1	766
0:05:38	30.1	753
0:05:40	30.1	763
0:05:42	30.1	776
0:05:44	30.1	766
0:05:46	30.1	732
0:05:48	30.1	791
0:05:50	30.1	778
0:05:52	30.1	751
0:05:54	30.1	783
0:05:56	30.1	769
0:05:58	30.1	790
0:06:00	30.1	779

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A						-1770000.000							Max V [295,335]
						1.000							R-Squared [295,335]
						0:01:59							t at Max V [295,335]
						0:01:50							Lagtime [295,335]
B													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
C													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
D													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
E													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
F													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
G													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
H													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]

