

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:06:00 (HH:MM:SS), Interval 0:00:02, 181 Reads
    Read	Fluorescence Endpoint
	G4
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G				SPL2									Well ID
H													Well ID

295,335

Time	T° 295,335	G4
0:00:00	30.0	2713
0:00:02	30.0	2656
0:00:04	30.0	2561
0:00:06	30.0	2551
0:00:08	30.0	2467
0:00:10	30.0	2472
0:00:12	30.0	2453
0:00:14	30.0	2403
0:00:16	30.0	2353
0:00:18	30.0	2289
0:00:20	30.0	2269
0:00:22	30.0	2210
0:00:24	30.0	2242
0:00:26	30.0	2183
0:00:28	30.0	2176
0:00:30	30.0	2157
0:00:32	30.0	2114
0:00:34	30.0	2091
0:00:36	30.0	2087
0:00:38	30.0	2119
0:00:40	30.0	2066
0:00:42	30.0	2066
0:00:44	30.0	2036
0:00:46	30.0	2017
0:00:48	30.0	2039
0:00:50	30.0	1931
0:00:52	30.0	1952
0:00:54	30.0	2014
0:00:56	30.0	1947
0:00:58	30.0	1936
0:01:00	30.0	1908
0:01:02	30.0	1928
0:01:04	30.0	1916
0:01:06	30.0	1919
0:01:08	30.0	1904
0:01:10	30.0	1861
0:01:12	30.0	1888
0:01:14	30.0	1909
0:01:16	30.0	1873
0:01:18	30.0	1842
0:01:20	30.0	1806
0:01:22	30.0	1827
0:01:24	30.0	1880
0:01:26	30.0	1858
0:01:28	30.0	1828
0:01:30	30.0	1828
0:01:32	30.0	1788
0:01:34	30.0	1846
0:01:36	30.0	1807
0:01:38	30.0	1858
0:01:40	30.0	1871
0:01:42	30.0	1813
0:01:44	30.0	1782
0:01:46	30.0	1782
0:01:48	30.0	1797
0:01:50	30.0	1776
0:01:52	30.0	1763
0:01:54	30.0	1803
0:01:56	30.0	1786
0:01:58	30.0	1781
0:02:00	30.0	1812
0:02:02	30.0	1779
0:02:04	30.0	1762
0:02:06	30.0	1759
0:02:08	30.0	1795
0:02:10	30.0	1757
0:02:12	30.0	1751
0:02:14	30.0	1796
0:02:16	30.0	1785
0:02:18	30.0	1772
0:02:20	30.0	1759
0:02:22	30.0	1752
0:02:24	30.0	1773
0:02:26	30.0	1770
0:02:28	30.0	1726
0:02:30	30.0	1725
0:02:32	30.0	1721
0:02:34	30.0	1777
0:02:36	30.0	1761
0:02:38	30.0	1721
0:02:40	30.0	1756
0:02:42	30.0	1772
0:02:44	30.0	1784
0:02:46	30.0	1733
0:02:48	30.0	1757
0:02:50	30.0	1761
0:02:52	30.0	1782
0:02:54	30.0	1769
0:02:56	30.0	1760
0:02:58	30.0	1758
0:03:00	30.0	1735
0:03:02	30.0	1754
0:03:04	30.0	1727
0:03:06	30.0	1761
0:03:08	30.0	1758
0:03:10	30.0	1724
0:03:12	30.0	1739
0:03:14	30.0	1742
0:03:16	30.0	1757
0:03:18	30.0	1739
0:03:20	30.0	1730
0:03:22	30.0	1743
0:03:24	30.0	1730
0:03:26	30.0	1732
0:03:28	30.0	1802
0:03:30	30.0	1774
0:03:32	30.0	1735
0:03:34	30.0	1748
0:03:36	30.0	1740
0:03:38	30.0	1697
0:03:40	30.0	1748
0:03:42	30.0	1743
0:03:44	30.0	1724
0:03:46	30.0	1707
0:03:48	30.0	1738
0:03:50	30.0	1732
0:03:52	30.0	1768
0:03:54	30.0	1716
0:03:56	30.1	1746
0:03:58	30.1	1736
0:04:00	30.1	1731
0:04:02	30.1	1723
0:04:04	30.1	1730
0:04:06	30.0	1743
0:04:08	30.0	1750
0:04:10	30.0	1735
0:04:12	30.0	1714
0:04:14	30.0	1720
0:04:16	30.0	1737
0:04:18	30.0	1750
