

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:04:00 (HH:MM:SS), Interval 0:00:02, 121 Reads
    Read	Fluorescence Endpoint
	G2
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G		SPL1											Well ID
H													Well ID

295,335

Time	T° 295,335	G2
0:00:00	30.0	1073
0:00:02	30.0	1050
0:00:04	30.0	1059
0:00:06	30.0	1007
0:00:08	30.0	964
0:00:10	30.0	963
0:00:12	30.0	967
0:00:14	30.0	935
0:00:16	30.0	924
0:00:18	30.0	894
0:00:20	30.0	879
0:00:22	30.0	901
0:00:24	30.0	855
0:00:26	30.0	878
0:00:28	30.0	860
0:00:30	30.0	852
0:00:32	30.0	840
0:00:34	30.0	829
0:00:36	30.0	839
0:00:38	30.0	843
0:00:40	30.0	811
0:00:42	30.0	826
0:00:44	30.0	861
0:00:46	30.0	811
0:00:48	30.0	809
0:00:50	30.0	781
0:00:52	30.0	771
0:00:54	30.0	804
0:00:56	30.0	808
0:00:58	30.0	804
0:01:00	30.0	806
0:01:02	30.0	813
0:01:04	30.0	784
0:01:06	30.0	802
0:01:08	30.0	799
0:01:10	30.0	792
0:01:12	30.0	752
0:01:14	30.0	784
0:01:16	30.0	798
0:01:18	30.0	806
0:01:20	30.0	775
0:01:22	30.0	799
0:01:24	30.0	771
0:01:26	30.0	777
0:01:28	30.0	777
0:01:30	30.0	777
0:01:32	30.0	784
0:01:34	30.0	775
0:01:36	30.0	754
0:01:38	30.0	770
0:01:40	30.0	786
0:01:42	30.0	781
0:01:44	30.0	778
0:01:46	30.0	773
0:01:48	30.0	758
0:01:50	30.0	778
0:01:52	30.0	782
0:01:54	30.0	760
0:01:56	30.0	766
0:01:58	30.0	763
0:02:00	30.0	798
0:02:02	30.0	777
0:02:04	30.0	762
0:02:06	30.0	772
0:02:08	30.0	775
0:02:10	30.0	764
0:02:12	30.0	773
0:02:14	30.0	780
0:02:16	30.0	772
0:02:18	30.0	776
0:02:20	30.0	756
0:02:22	30.0	777
0:02:24	30.0	766
0:02:26	30.0	766
0:02:28	30.0	733
0:02:30	30.0	775
0:02:32	30.0	777
0:02:34	30.0	767
0:02:36	30.0	770
0:02:38	30.0	760
0:02:40	30.0	763
0:02:42	30.0	777
0:02:44	30.0	771
0:02:46	30.0	777
0:02:48	30.0	742
0:02:50	30.0	777
0:02:52	30.0	750
0:02:54	30.0	769
0:02:56	30.0	786
0:02:58	30.0	781
0:03:00	30.0	730
0:03:02	30.0	770
0:03:04	30.0	755
0:03:06	30.0	763
0:03:08	30.0	773
0:03:10	30.0	742
0:03:12	30.0	768
0:03:14	30.0	766
0:03:16	30.0	781
0:03:18	30.0	785
0:03:20	30.0	766
0:03:22	30.0	763
0:03:24	30.0	746
0:03:26	30.0	767
0:03:28	30.0	754
0:03:30	30.0	775
0:03:32	30.0	792
0:03:34	30.0	759
0:03:36	30.0	772
0:03:38	30.0	758
0:03:40	30.0	753
0:03:42	30.0	755
0:03:44	30.0	759
0:03:46	30.0	783
0:03:48	30.0	734
0:03:50	30.0	743
0:03:52	30.0	744
0:03:54	30.0	748
0:03:56	30.0	772
0:03:58	30.0	768
0:04:00	30.0	765

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
B													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
C													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
D													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
E													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
F													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
G		-1560000.000											Max V [295,335]
		1.000											R-Squared [295,335]
		0:00:05											t at Max V [295,335]
		0:00:03											Lagtime [295,335]
H													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]

