

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:04:00 (HH:MM:SS), Interval 0:00:02, 121 Reads
    Read	Fluorescence Endpoint
	G1
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G	SPL1												Well ID
H													Well ID

295,335

Time	T° 295,335	G1
0:00:00	30.0	687
0:00:02	30.0	658
0:00:04	30.0	623
0:00:06	30.0	604
0:00:08	30.0	599
0:00:10	30.0	572
0:00:12	30.0	545
0:00:14	30.0	560
0:00:16	30.0	559
0:00:18	30.0	538
0:00:20	30.0	518
0:00:22	30.0	539
0:00:24	30.0	530
0:00:26	30.0	542
0:00:28	30.0	501
0:00:30	30.0	543
0:00:32	30.0	525
0:00:34	30.0	507
0:00:36	30.0	485
0:00:38	30.0	493
0:00:40	30.0	500
0:00:42	30.0	494
0:00:44	30.0	510
0:00:46	30.0	525
0:00:48	30.0	508
0:00:50	30.0	503
0:00:52	30.0	473
0:00:54	30.0	525
0:00:56	30.0	516
0:00:58	30.0	498
0:01:00	30.0	504
0:01:02	30.0	494
0:01:04	30.0	492
0:01:06	30.0	516
0:01:08	30.0	524
0:01:10	30.0	494
0:01:12	30.0	498
0:01:14	30.0	503
0:01:16	30.0	497
0:01:18	30.0	503
0:01:20	30.0	509
0:01:22	30.0	481
0:01:24	30.0	491
0:01:26	30.0	482
0:01:28	30.0	485
0:01:30	30.0	494
0:01:32	30.0	491
0:01:34	30.0	503
0:01:36	30.0	498
0:01:38	30.0	472
0:01:40	30.0	492
0:01:42	30.0	499
0:01:44	30.0	501
0:01:46	30.0	484
0:01:48	30.0	486
0:01:50	30.0	498
0:01:52	30.0	495
0:01:54	30.0	485
0:01:56	30.0	476
0:01:58	30.0	476
0:02:00	30.0	488
0:02:02	30.0	484
0:02:04	30.0	497
0:02:06	30.0	478
0:02:08	30.0	493
0:02:10	30.0	477
0:02:12	30.0	481
0:02:14	30.0	518
0:02:16	30.0	454
0:02:18	30.0	491
0:02:20	30.0	489
0:02:22	30.0	479
0:02:24	30.0	478
0:02:26	30.0	478
0:02:28	30.0	483
0:02:30	30.0	461
0:02:32	30.0	485
0:02:34	30.0	505
0:02:36	30.0	491
0:02:38	30.0	498
0:02:40	30.0	499
0:02:42	30.0	480
0:02:44	30.0	502
0:02:46	30.0	468
0:02:48	30.0	489
0:02:50	30.0	466
0:02:52	30.0	504
0:02:54	30.0	483
0:02:56	30.0	464
0:02:58	30.0	473
0:03:00	30.0	473
0:03:02	30.0	482
0:03:04	30.0	484
0:03:06	30.0	487
0:03:08	30.0	482
0:03:10	30.0	481
0:03:12	30.0	469
0:03:14	30.0	498
0:03:16	30.0	478
0:03:18	30.0	470
0:03:20	30.0	474
0:03:22	30.0	483
0:03:24	30.0	482
0:03:26	30.0	482
0:03:28	30.0	481
0:03:30	30.0	480
0:03:32	30.0	482
0:03:34	30.0	477
0:03:36	30.0	470
0:03:38	30.0	473
0:03:40	30.0	493
0:03:42	30.0	485
0:03:44	30.0	491
0:03:46	30.0	493
0:03:48	30.0	494
0:03:50	30.0	484
0:03:52	30.0	479
0:03:54	30.0	469
0:03:56	30.0	490
0:03:58	30.0	481
0:04:00	30.0	481

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
B													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
C													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
D													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
E													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
F													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
G	-1920000.000												Max V [295,335]
	1.000												R-Squared [295,335]
	0:02:15												t at Max V [295,335]
	0:02:09												Lagtime [295,335]
H													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]

