

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:05:00 (HH:MM:SS), Interval 0:00:02, 151 Reads
    Read	Fluorescence Endpoint
	E3
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E			SPL1										Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	E3
0:00:00	30.1	1036
0:00:02	30.1	1023
0:00:04	30.0	993
0:00:06	30.0	987
0:00:08	30.0	972
0:00:10	30.1	973
0:00:12	30.1	936
0:00:14	30.1	946
0:00:16	30.1	946
0:00:18	30.1	922
0:00:20	30.1	920
0:00:22	30.1	879
0:00:24	30.1	884
0:00:26	30.1	873
0:00:28	30.1	874
0:00:30	30.1	837
0:00:32	30.0	869
0:00:34	30.1	877
0:00:36	30.1	841
0:00:38	30.1	844
0:00:40	30.1	864
0:00:42	30.1	844
0:00:44	30.1	845
0:00:46	30.0	827
0:00:48	30.0	843
0:00:50	30.0	835
0:00:52	30.1	823
0:00:54	30.1	836
0:00:56	30.1	835
0:00:58	30.1	821
0:01:00	30.1	823
0:01:02	30.1	807
0:01:04	30.1	790
0:01:06	30.1	810
0:01:08	30.1	825
0:01:10	30.1	758
0:01:12	30.1	780
0:01:14	30.1	787
0:01:16	30.1	783
0:01:18	30.0	787
0:01:20	30.0	781
0:01:22	30.0	780
0:01:24	30.1	768
0:01:26	30.1	791
0:01:28	30.0	795
0:01:30	30.0	789
0:01:32	30.1	759
0:01:34	30.1	796
0:01:36	30.1	775
0:01:38	30.1	757
0:01:40	30.1	758
0:01:42	30.1	758
0:01:44	30.1	758
0:01:46	30.1	756
0:01:48	30.1	787
0:01:50	30.1	755
0:01:52	30.1	750
0:01:54	30.1	767
0:01:56	30.1	748
0:01:58	30.1	766
0:02:00	30.1	723
0:02:02	30.1	760
0:02:04	30.1	744
0:02:06	30.1	750
0:02:08	30.0	753
0:02:10	30.0	747
0:02:12	30.0	756
0:02:14	30.1	739
0:02:16	30.1	729
0:02:18	30.1	754
0:02:20	30.1	759
0:02:22	30.1	753
0:02:24	30.1	754
0:02:26	30.1	741
0:02:28	30.1	737
0:02:30	30.1	752
0:02:32	30.1	749
0:02:34	30.1	769
0:02:36	30.1	769
0:02:38	30.1	739
0:02:40	30.1	727
0:02:42	30.1	726
0:02:44	30.1	742
0:02:46	30.1	732
0:02:48	30.0	745
0:02:50	30.0	728
0:02:52	30.0	753
0:02:54	30.1	728
0:02:56	30.1	755
0:02:58	30.0	753
0:03:00	30.0	736
0:03:02	30.1	737
0:03:04	30.1	734
0:03:06	30.1	749
0:03:08	30.1	752
0:03:10	30.1	730
0:03:12	30.1	731
0:03:14	30.1	724
0:03:16	30.1	720
0:03:18	30.1	735
0:03:20	30.1	753
0:03:22	30.1	753
0:03:24	30.1	736
0:03:26	30.1	753
0:03:28	30.1	723
0:03:30	30.1	724
0:03:32	30.0	735
0:03:34	30.0	736
0:03:36	30.1	729
0:03:38	30.1	736
0:03:40	30.1	745
0:03:42	30.0	747
0:03:44	30.0	739
0:03:46	30.1	729
0:03:48	30.1	724
0:03:50	30.1	726
0:03:52	30.1	737
0:03:54	30.1	724
0:03:56	30.1	742
0:03:58	30.1	708
0:04:00	30.1	721
0:04:02	30.1	764
0:04:04	30.1	721
0:04:06	30.1	732
0:04:08	30.1	717
0:04:10	30.1	729
0:04:12	30.1	730
0:04:14	30.0	739
0:04:16	30.0	736
0:04:18	30.0	749
0:04:20	30.1	738
0:04:22	30.0	738
0:04:24	30.0	727
0:04:26	30.1	738
0:04:28	30.1	748
0:04:30	30.1	746
0:04:32	30.1	737
0:04:34	30.1	728
0:04:36	30.1	735
0:04:38	30.1	740
0:04:40	30.1	722
0:04:42	30.1	726
0:04:44	30.1	748
0:04:46	30.1	754
0:04:48	30.1	704
0:04:50	30.1	742
0:04:52	30.1	709
0:04:54	30.1	729
0:04:56	30.1	711
0:04:58	30.0	752
0:05:00	30.0	721

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
B													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
C													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
D													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
E			-2010000.000										Max V [295,335]
			1.000										R-Squared [295,335]
			0:01:09										t at Max V [295,335]
			0:01:02										Lagtime [295,335]
F													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
G													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
H													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]

