

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:04:00 (HH:MM:SS), Interval 0:00:02, 121 Reads
    Read	Fluorescence Endpoint
	G1
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G	SPL1												Well ID
H													Well ID

295,335

Time	T° 295,335	G1
0:00:00	30.0	876
0:00:02	30.0	853
0:00:04	30.0	846
0:00:06	30.0	818
0:00:08	30.0	794
0:00:10	30.0	804
0:00:12	30.0	779
0:00:14	30.0	777
0:00:16	30.0	752
0:00:18	30.0	746
0:00:20	30.0	757
0:00:22	30.0	713
0:00:24	30.0	764
0:00:26	30.0	732
0:00:28	30.0	708
0:00:30	30.0	745
0:00:32	30.0	716
0:00:34	30.0	700
0:00:36	30.0	712
0:00:38	30.0	709
0:00:40	30.0	717
0:00:42	30.0	694
0:00:44	30.0	713
0:00:46	30.0	687
0:00:48	30.0	713
0:00:50	30.0	724
0:00:52	30.0	717
0:00:54	30.0	731
0:00:56	30.0	705
0:00:58	30.0	693
0:01:00	30.0	693
0:01:02	30.0	685
0:01:04	30.0	691
0:01:06	30.0	686
0:01:08	30.0	690
0:01:10	30.0	704
0:01:12	30.0	698
0:01:14	30.0	676
0:01:16	30.0	682
0:01:18	30.0	663
0:01:20	30.0	684
0:01:22	30.0	664
0:01:24	30.0	671
0:01:26	30.0	666
0:01:28	30.0	695
0:01:30	30.0	683
0:01:32	30.0	650
0:01:34	30.0	671
0:01:36	30.0	668
0:01:38	30.0	683
0:01:40	30.0	656
0:01:42	30.0	701
0:01:44	30.0	660
0:01:46	30.0	659
0:01:48	30.0	673
0:01:50	30.0	686
0:01:52	30.0	656
0:01:54	30.0	669
0:01:56	30.0	702
0:01:58	30.0	669
0:02:00	30.0	682
0:02:02	30.0	676
0:02:04	30.0	681
0:02:06	30.0	692
0:02:08	30.0	660
0:02:10	30.0	717
0:02:12	30.0	660
0:02:14	30.0	694
0:02:16	30.0	665
0:02:18	30.0	672
0:02:20	30.0	681
0:02:22	30.0	665
0:02:24	30.0	663
0:02:26	30.0	693
0:02:28	30.0	665
0:02:30	30.0	686
0:02:32	30.0	694
0:02:34	30.0	659
0:02:36	30.0	664
0:02:38	30.0	695
0:02:40	30.0	693
0:02:42	30.0	631
0:02:44	30.0	694
0:02:46	30.0	676
0:02:48	30.0	673
0:02:50	30.0	684
0:02:52	30.0	684
0:02:54	30.0	663
0:02:56	30.0	678
0:02:58	30.0	701
0:03:00	30.0	699
0:03:02	30.0	692
0:03:04	30.0	678
0:03:06	30.0	658
0:03:08	30.0	654
0:03:10	30.0	674
0:03:12	30.0	695
0:03:14	30.0	687
0:03:16	30.0	664
0:03:18	30.0	687
0:03:20	30.0	681
0:03:22	30.0	674
0:03:24	30.0	664
0:03:26	30.0	669
0:03:28	30.0	653
0:03:30	30.0	649
0:03:32	30.0	674
0:03:34	30.0	703
0:03:36	30.0	670
0:03:38	30.0	688
0:03:40	30.0	669
0:03:42	30.0	662
0:03:44	30.0	672
0:03:46	30.0	671
0:03:48	30.0	682
0:03:50	30.0	661
0:03:52	30.0	695
0:03:54	30.0	673
0:03:56	30.0	670
0:03:58	30.0	680
0:04:00	30.0	676

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
B													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
C													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
D													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
E													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
F													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]
G	1890000.000												Max V [295,335]
	1.000												R-Squared [295,335]
	0:02:43												t at Max V [295,335]
	0:02:50												Lagtime [295,335]
H													Max V [295,335]
													R-Squared [295,335]
													t at Max V [295,335]
													Lagtime [295,335]

