

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:06:00 (HH:MM:SS), Interval 0:00:02, 181 Reads
    Read	Fluorescence Endpoint
	E4
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C													Well ID
D													Well ID
E				SPL1									Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	E4
0:00:00	30.0	1196
0:00:02	30.0	1152
0:00:04	30.0	1169
0:00:06	30.0	1100
0:00:08	30.0	1114
0:00:10	30.0	1094
0:00:12	30.0	1089
0:00:14	30.0	1079
0:00:16	30.0	1082
0:00:18	30.0	1089
0:00:20	30.0	1039
0:00:22	30.0	1060
0:00:24	30.0	1042
0:00:26	30.0	1012
0:00:28	30.0	1006
0:00:30	30.0	982
0:00:32	30.0	1002
0:00:34	30.0	981
0:00:36	30.0	1004
0:00:38	30.0	958
0:00:40	30.0	971
0:00:42	30.0	997
0:00:44	30.0	980
0:00:46	30.0	961
0:00:48	30.0	970
0:00:50	30.0	943
0:00:52	30.0	914
0:00:54	30.0	932
0:00:56	30.0	900
0:00:58	30.0	946
0:01:00	30.0	935
0:01:02	30.0	890
0:01:04	30.0	933
0:01:06	30.0	893
0:01:08	30.0	910
0:01:10	30.0	899
0:01:12	30.0	905
0:01:14	30.0	910
0:01:16	30.0	904
0:01:18	30.0	909
0:01:20	30.0	916
0:01:22	30.0	879
0:01:24	30.0	900
0:01:26	30.0	852
0:01:28	30.0	891
0:01:30	30.0	866
0:01:32	30.0	913
0:01:34	30.0	856
0:01:36	30.0	892
0:01:38	30.0	883
0:01:40	30.0	840
0:01:42	30.0	883
0:01:44	30.0	879
0:01:46	30.0	874
0:01:48	30.0	877
0:01:50	30.0	907
0:01:52	30.0	850
0:01:54	30.0	862
0:01:56	30.0	892
0:01:58	30.0	856
0:02:00	30.0	893
0:02:02	30.0	871
0:02:04	30.1	860
0:02:06	30.0	857
0:02:08	30.1	870
0:02:10	30.1	840
0:02:12	30.0	877
0:02:14	30.0	857
0:02:16	30.0	840
0:02:18	30.0	847
0:02:20	30.0	852
0:02:22	30.0	860
0:02:24	30.0	849
0:02:26	30.0	846
0:02:28	30.0	880
0:02:30	30.0	842
0:02:32	30.0	855
0:02:34	30.0	848
0:02:36	30.0	851
0:02:38	30.0	869
0:02:40	30.0	869
0:02:42	30.0	876
0:02:44	30.0	847
0:02:46	30.0	864
0:02:48	30.0	860
0:02:50	30.0	842
0:02:52	30.0	852
0:02:54	30.0	868
0:02:56	30.0	831
0:02:58	30.0	853
0:03:00	30.0	867
0:03:02	30.0	836
0:03:04	30.0	865
0:03:06	30.0	866
0:03:08	30.0	843
0:03:10	30.0	880
0:03:12	30.0	841
0:03:14	30.0	834
0:03:16	30.0	871
0:03:18	30.0	844
0:03:20	30.0	854
