

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:03:00 (HH:MM:SS), Interval 0:00:01, 181 Reads
    Read	Fluorescence Endpoint
	A1
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A	SPL1												Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	A1
0:00:00	30.0	323
0:00:01	30.0	320
0:00:02	30.0	293
0:00:03	30.0	313
0:00:04	30.0	285
0:00:05	30.0	294
0:00:06	30.0	297
0:00:07	30.0	289
0:00:08	30.0	292
0:00:09	30.0	299
0:00:10	30.0	305
0:00:11	30.0	295
0:00:12	30.0	297
0:00:13	30.0	280
0:00:14	30.0	296
0:00:15	30.0	288
0:00:16	30.0	270
0:00:17	30.0	271
0:00:18	30.0	293
0:00:19	30.0	278
0:00:20	30.0	281
0:00:21	30.0	288
0:00:22	30.0	279
0:00:23	30.0	270
0:00:24	30.0	277
0:00:25	30.0	281
0:00:26	30.0	282
0:00:27	30.0	268
0:00:28	30.0	289
0:00:29	30.0	287
0:00:30	30.0	269
0:00:31	30.0	268
0:00:32	30.0	287
0:00:33	30.0	274
0:00:34	30.0	261
0:00:35	30.0	276
0:00:36	30.0	266
0:00:37	30.0	279
0:00:38	30.0	278
0:00:39	30.0	276
0:00:40	30.0	262
0:00:41	30.0	262
0:00:42	30.0	285
0:00:43	30.0	259
0:00:44	30.0	265
0:00:45	30.0	284
0:00:46	30.0	271
0:00:47	30.0	290
0:00:48	30.0	271
0:00:49	30.0	278
0:00:50	30.0	254
0:00:51	30.0	280
0:00:52	30.0	267
0:00:53	30.0	269
0:00:54	30.0	281
0:00:55	30.0	261
0:00:56	30.0	259
0:00:57	30.0	270
0:00:58	30.0	260
0:00:59	30.0	265
0:01:00	30.0	277
0:01:01	30.0	267
0:01:02	30.0	264
0:01:03	30.0	276
0:01:04	30.0	246
0:01:05	30.0	271
0:01:06	30.0	269
0:01:07	30.0	297
0:01:08	30.0	289
0:01:09	30.0	287
0:01:10	30.0	284
0:01:11	30.0	282
0:01:12	30.0	277
0:01:13	30.0	277
0:01:14	30.0	280
0:01:15	30.0	272
0:01:16	30.0	275
0:01:17	30.0	258
0:01:18	30.0	278
0:01:19	30.0	271
0:01:20	30.0	269
0:01:21	30.0	251
0:01:22	30.0	283
0:01:23	30.0	263
0:01:24	30.0	291
0:01:25	30.0	261
0:01:26	30.0	260
0:01:27	30.0	288
0:01:28	30.0	264
0:01:29	30.0	273
0:01:30	30.0	246
0:01:31	30.0	259
0:01:32	30.0	283
0:01:33	30.0	287
0:01:34	30.0	270
0:01:35	30.0	280
0:01:36	30.0	278
0:01:37	30.0	274
0:01:38	30.0	269
0:01:39	30.0	274
0:01:40	30.0	270
0:01:41	30.1	276
0:01:42	30.1	276
0:01:43	30.1	273
0:01:44	30.1	284
0:01:45	30.1	278
0:01:46	30.0	279
0:01:47	30.1	268
0:01:48	30.0	279
0:01:49	30.0	263
0:01:50	30.0	280
0:01:51	30.0	261
0:01:52	30.0	277
0:01:53	30.0	269
0:01:54	30.0	269
0:01:55	30.0	279
0:01:56	30.0	270
0:01:57	30.0	262
0:01:58	30.0	263
0:01:59	30.0	272
0:02:00	30.0	268
0:02:01	30.0	269
0:02:02	30.0	270
0:02:03	30.0	271
0:02:04	30.0	271
0:02:05	30.0	263
0:02:06	30.0	273
0:02:07	30.0	264
0:02:08	30.0	255
0:02:09	30.0	271
0:02:10	30.0	269
0:02:11	30.0	273
0:02:12	30.0	280
0:02:13	30.0	260
0:02:14	30.0	283
0:02:15	30.0	263
0:02:16	30.0	268
0:02:17	30.0	269
0:02:18	30.0	248
0:02:19	30.0	260
0:02:20	30.0	254
0:02:21	30.0	279
0:02:22	30.0	272
0:02:23	30.0	275
0:02:24	30.0	259
0:02:25	30.0	273
0:02:26	30.0	270
0:02:27	30.0	281
0:02:28	30.0	283
0:02:29	30.0	274
0:02:30	30.0	277
0:02:31	30.0	270
0:02:32	30.0	254
0:02:33	30.0	270
0:02:34	30.0	272
0:02:35	30.0	263
0:02:36	30.0	265
0:02:37	30.0	284
0:02:38	30.0	271
0:02:39	30.0	271
0:02:40	30.0	272
0:02:41	30.0	277
0:02:42	30.0	275
