

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 0:06:00 (HH:MM:SS), Interval 0:00:02, 181 Reads
    Read	Fluorescence Endpoint
	C3
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C			SPL1										Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	C3
0:00:00	30.0	1266
0:00:02	30.0	1227
0:00:04	30.0	1199
0:00:06	30.0	1165
0:00:08	30.0	1194
0:00:10	30.0	1181
0:00:12	30.0	1134
0:00:14	30.0	1112
0:00:16	30.0	1090
0:00:18	30.0	1081
0:00:20	30.0	1061
0:00:22	30.0	1075
0:00:24	30.0	1043
0:00:26	30.0	1063
0:00:28	30.0	986
0:00:30	30.0	1039
0:00:32	30.0	1004
0:00:34	30.0	975
0:00:36	30.0	1006
0:00:38	30.0	995
0:00:40	30.0	976
0:00:42	30.0	960
0:00:44	30.0	985
0:00:46	30.0	960
0:00:48	30.0	961
0:00:50	30.0	926
0:00:52	30.0	946
0:00:54	30.0	936
0:00:56	30.0	897
0:00:58	30.0	893
0:01:00	30.0	919
0:01:02	30.0	873
0:01:04	30.0	911
0:01:06	30.0	895
0:01:08	30.0	901
0:01:10	30.0	900
0:01:12	30.0	874
0:01:14	30.0	879
0:01:16	30.0	860
0:01:18	30.0	848
0:01:20	30.0	859
0:01:22	30.0	846
0:01:24	30.0	861
0:01:26	30.0	856
0:01:28	30.0	849
0:01:30	30.0	833
0:01:32	30.0	845
0:01:34	30.0	831
0:01:36	30.0	817
0:01:38	30.0	867
0:01:40	30.0	864
0:01:42	30.0	848
0:01:44	30.0	819
0:01:46	30.0	807
0:01:48	30.0	865
0:01:50	30.0	831
0:01:52	30.0	814
0:01:54	30.0	837
0:01:56	30.0	816
0:01:58	30.0	823
0:02:00	30.0	850
0:02:02	30.0	836
0:02:04	30.0	798
0:02:06	30.0	838
0:02:08	30.0	837
0:02:10	30.0	824
0:02:12	30.0	857
0:02:14	30.0	810
0:02:16	30.0	857
0:02:18	30.0	817
0:02:20	30.0	832
0:02:22	30.0	812
0:02:24	30.0	815
0:02:26	30.0	815
0:02:28	30.0	810
0:02:30	30.0	813
0:02:32	30.0	798
0:02:34	30.0	821
0:02:36	30.0	841
0:02:38	30.0	823
0:02:40	30.0	820
0:02:42	30.0	816
0:02:44	30.0	825
0:02:46	30.0	822
0:02:48	30.0	799
0:02:50	30.0	817
0:02:52	30.0	812
0:02:54	30.0	809
0:02:56	30.0	796
0:02:58	30.0	807
0:03:00	30.0	798
0:03:02	30.0	819
0:03:04	30.0	815
0:03:06	30.0	825
0:03:08	30.0	814
0:03:10	30.0	829
0:03:12	30.0	809
0:03:14	30.0	829
0:03:16	30.0	795
0:03:18	30.0	805
0:03:20	30.0	832
0:03:22	30.0	842
0:03:24	30.0	810
0:03:26	30.0	814
0:03:28	30.0	811
0:03:30	30.0	794
0:03:32	30.0	767
0:03:34	30.0	822
0:03:36	30.0	803
0:03:38	30.0	814
0:03:40	30.0	782
0:03:42	30.0	788
0:03:44	30.0	797
0:03:46	30.0	801
0:03:48	30.0	777
0:03:50	30.0	844
0:03:52	30.0	814
0:03:54	30.0	814
0:03:56	30.0	813
0:03:58	30.0	812
0:04:00	30.0	795
0:04:02	30.0	777
0:04:04	30.0	799
0:04:06	30.0	789
0:04:08	30.0	794
0:04:10	30.0	807
0:04:12	30.0	794
0:04:14	30.0	795
0:04:16	30.0	820
0:04:18	30.0	805
0:04:20	30.0	815
0:04:22	30.0	821
0:04:24	30.0	794
0:04:26	30.0	786
